ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
14467,1906,2 - Regular,Systems,Request,2 - Normal,1 - Low,20
14468,1424,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4
14469,799,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14470,789,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
14471,1846,2 - Regular,Systems,Issue,2 - Normal,3 - High,10
14472,871,2 - Regular,Software,Issue,2 - Normal,2 - Medium,5
14473,517,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,14
14474,206,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,12
14475,987,1 - Junior,Software,Request,2 - Normal,2 - Medium,10
14476,1979,4 - Management,Hardware,Request,1 - Minor,0 - Unassigned,12
14477,1332,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14478,676,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14479,512,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,3
14480,1504,3 - Senior,Hardware,Issue,2 - Normal,2 - Medium,9
14481,325,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14482,1173,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14483,1250,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11
14484,1547,3 - Senior,Systems,Issue,3 - Major,3 - High,3
14485,1818,2 - Regular,Systems,Request,2 - Normal,3 - High,10
14486,1112,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
14487,980,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14488,1157,4 - Management,Systems,Issue,2 - Normal,3 - High,2
14489,1588,2 - Regular,Systems,Issue,2 - Normal,3 - High,1
14490,1433,2 - Regular,Systems,Request,2 - Normal,3 - High,6
14491,337,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,28
14492,1144,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14493,982,3 - Senior,Software,Request,2 - Normal,3 - High,7
14494,455,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
14495,1619,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,3
14496,601,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14497,1520,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14498,576,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,10
14499,1125,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14500,1741,2 - Regular,Systems,Request,2 - Normal,3 - High,13
14501,1616,1 - Junior,Software,Issue,2 - Normal,2 - Medium,5
14502,1019,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
14503,1065,2 - Regular,Hardware,Request,2 - Normal,1 - Low,16
14504,1448,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14505,122,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14506,1914,3 - Senior,Systems,Request,2 - Normal,3 - High,6
14507,1629,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3
14508,892,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
14509,1766,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
14510,972,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,27
14511,73,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
14512,1943,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,10
14513,277,2 - Regular,Software,Request,4 - Critical,0 - Unassigned,8
14514,870,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1
14515,786,3 - Senior,Hardware,Request,2 - Normal,3 - High,10
14516,281,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5
14517,975,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14518,1771,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1
14519,1591,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14520,868,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,37
14521,571,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4
14522,165,1 - Junior,Software,Request,2 - Normal,1 - Low,14
14523,441,2 - Regular,Systems,Request,2 - Normal,1 - Low,14
14524,737,4 - Management,Software,Issue,2 - Normal,3 - High,1
14525,1386,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14526,1193,4 - Management,Systems,Request,2 - Normal,3 - High,5
14527,69,2 - Regular,Software,Issue,2 - Normal,1 - Low,6
14528,1843,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,17
14529,1350,2 - Regular,Software,Request,2 - Normal,3 - High,13
14530,815,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14531,1761,2 - Regular,Systems,Request,2 - Normal,3 - High,24
14532,1190,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,10
14533,760,3 - Senior,Access/Login,Request,4 - Critical,3 - High,1
14534,1919,2 - Regular,Systems,Request,2 - Normal,1 - Low,8
14535,144,1 - Junior,Hardware,Request,3 - Major,1 - Low,29
14536,1678,4 - Management,Access/Login,Request,3 - Major,3 - High,0
14537,19,4 - Management,Systems,Request,2 - Normal,3 - High,10
14538,1288,2 - Regular,Hardware,Issue,2 - Normal,3 - High,9
14539,1742,3 - Senior,Systems,Issue,2 - Normal,3 - High,2
14540,1841,2 - Regular,Systems,Request,2 - Normal,3 - High,19
14541,1758,2 - Regular,Hardware,Issue,2 - Normal,3 - High,18
14542,519,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14543,223,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,6
14544,729,2 - Regular,Software,Request,2 - Normal,3 - High,3
14545,855,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14546,336,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
14547,790,4 - Management,Software,Issue,2 - Normal,3 - High,6
14548,701,1 - Junior,Software,Issue,2 - Normal,3 - High,4
14549,1251,2 - Regular,Systems,Request,2 - Normal,1 - Low,20
14550,1202,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14551,1105,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14552,1734,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0
14553,1318,4 - Management,Software,Request,2 - Normal,3 - High,2
14554,608,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
14555,1959,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14556,1462,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14557,482,1 - Junior,Systems,Request,2 - Normal,1 - Low,6
14558,1629,3 - Senior,Systems,Request,2 - Normal,3 - High,15
14559,277,2 - Regular,Software,Request,2 - Normal,3 - High,6
14560,1134,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14561,1361,4 - Management,Systems,Request,2 - Normal,3 - High,6
14562,1935,2 - Regular,Software,Issue,2 - Normal,2 - Medium,5
14563,799,3 - Senior,Systems,Request,2 - Normal,3 - High,6
14564,15,4 - Management,Hardware,Issue,2 - Normal,0 - Unassigned,23
14565,1896,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14566,840,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9
14567,1977,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,7
14568,1672,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,21
14569,140,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7
14570,697,4 - Management,Software,Issue,2 - Normal,3 - High,0
14571,1664,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
14572,1397,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7
14573,664,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14574,574,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14575,1834,2 - Regular,Systems,Request,2 - Normal,3 - High,9
14576,565,2 - Regular,Software,Request,2 - Normal,3 - High,4
14577,211,1 - Junior,Systems,Request,2 - Normal,1 - Low,19
14578,1997,2 - Regular,Hardware,Issue,2 - Normal,3 - High,6
14579,291,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,4
14580,438,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
14581,1873,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6
14582,1001,3 - Senior,Software,Issue,2 - Normal,1 - Low,3
14583,4,4 - Management,Systems,Issue,2 - Normal,3 - High,3
14584,377,3 - Senior,Software,Request,4 - Critical,3 - High,8
14585,671,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14586,132,3 - Senior,Systems,Request,2 - Normal,3 - High,6
14587,1813,1 - Junior,Software,Issue,2 - Normal,3 - High,3
14588,869,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
14589,833,3 - Senior,Systems,Request,2 - Normal,3 - High,12
14590,247,2 - Regular,Systems,Issue,2 - Normal,3 - High,3
14591,1403,1 - Junior,Systems,Request,2 - Normal,1 - Low,11
14592,1553,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,18
14593,1667,2 - Regular,Systems,Request,2 - Normal,3 - High,8
14594,769,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14595,1571,1 - Junior,Software,Request,2 - Normal,1 - Low,3
14596,230,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
14597,1058,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
14598,1126,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14599,1570,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,16
14600,987,1 - Junior,Hardware,Issue,2 - Normal,3 - High,7
14601,1413,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,8
14602,1243,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,10
14603,1509,3 - Senior,Systems,Request,2 - Normal,3 - High,18
14604,604,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14605,1965,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
14606,1955,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
14607,561,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4
14608,1288,2 - Regular,Software,Issue,2 - Normal,1 - Low,4
14609,996,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,7
14610,529,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
14611,1322,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14612,929,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14613,300,3 - Senior,Software,Request,2 - Normal,3 - High,13
14614,1220,2 - Regular,Hardware,Request,2 - Normal,1 - Low,11
14615,826,1 - Junior,Systems,Request,2 - Normal,1 - Low,16
14616,416,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14617,857,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17
14618,1687,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
14619,160,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
14620,1882,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14621,1736,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,5
14622,467,2 - Regular,Access/Login,Request,1 - Minor,3 - High,0
14623,1441,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,7
14624,1663,4 - Management,Systems,Request,2 - Normal,1 - Low,21
14625,1957,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
14626,1883,2 - Regular,Hardware,Request,3 - Major,1 - Low,27
14627,291,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
14628,933,2 - Regular,Hardware,Request,2 - Normal,3 - High,11
14629,238,1 - Junior,Hardware,Issue,2 - Normal,0 - Unassigned,14
14630,1862,2 - Regular,Systems,Request,2 - Normal,3 - High,19
14631,969,3 - Senior,Hardware,Request,2 - Normal,3 - High,13
14632,1764,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1
14633,323,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,11
14634,1384,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14635,1157,4 - Management,Software,Request,2 - Normal,3 - High,12
14636,1440,2 - Regular,Hardware,Request,2 - Normal,1 - Low,26
14637,387,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,4
14638,787,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14639,1896,4 - Management,Software,Issue,2 - Normal,3 - High,3
14640,1713,4 - Management,Systems,Issue,2 - Normal,3 - High,1
14641,201,2 - Regular,Systems,Request,2 - Normal,3 - High,6
14642,1833,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,1
14643,21,1 - Junior,Access/Login,Request,3 - Major,1 - Low,1
14644,1310,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14
14645,1986,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14646,1078,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7
14647,526,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14648,903,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14649,760,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14650,1830,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,11
14651,60,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
14652,1446,2 - Regular,Software,Issue,3 - Major,2 - Medium,17
14653,1501,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14654,300,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14655,1197,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1
14656,1231,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14657,1380,2 - Regular,Software,Request,2 - Normal,3 - High,11
14658,946,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,20
14659,1958,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14660,1470,2 - Regular,Software,Issue,2 - Normal,1 - Low,1
14661,1516,2 - Regular,Hardware,Issue,4 - Critical,3 - High,8
14662,1803,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14663,317,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,5
14664,1961,4 - Management,Hardware,Issue,4 - Critical,0 - Unassigned,15
14665,1516,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,10
14666,1436,3 - Senior,Software,Issue,1 - Minor,3 - High,3
14667,1300,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14
14668,647,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,14
14669,800,2 - Regular,Software,Issue,2 - Normal,3 - High,1
14670,1687,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5
14671,1607,1 - Junior,Systems,Issue,2 - Normal,1 - Low,5
14672,1872,1 - Junior,Systems,Request,2 - Normal,1 - Low,13
14673,1597,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14674,1667,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,2
14675,1365,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
14676,1643,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14677,417,2 - Regular,Software,Issue,2 - Normal,3 - High,6
14678,1926,2 - Regular,Hardware,Request,2 - Normal,1 - Low,26
14679,1301,1 - Junior,Systems,Request,2 - Normal,2 - Medium,27
14680,312,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
14681,423,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,2
14682,262,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7
14683,733,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14684,79,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
14685,964,4 - Management,Systems,Request,2 - Normal,3 - High,15
14686,1414,1 - Junior,Access/Login,Request,3 - Major,1 - Low,0
14687,448,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14688,768,2 - Regular,Systems,Issue,0 - Unclassified,0 - Unassigned,2
14689,1660,3 - Senior,Hardware,Request,2 - Normal,3 - High,28
14690,1193,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
14691,924,2 - Regular,Systems,Issue,3 - Major,0 - Unassigned,3
14692,647,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8
14693,1208,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1
14694,1740,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,19
14695,320,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14
14696,1617,4 - Management,Software,Request,2 - Normal,0 - Unassigned,11
14697,742,2 - Regular,Systems,Request,2 - Normal,1 - Low,21
14698,888,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6
14699,675,1 - Junior,Systems,Issue,2 - Normal,1 - Low,2
14700,685,1 - Junior,Hardware,Request,2 - Normal,1 - Low,23
14701,352,2 - Regular,Software,Request,4 - Critical,3 - High,5
14702,724,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8
14703,31,4 - Management,Systems,Request,2 - Normal,3 - High,13
14704,1235,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,13
14705,728,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14706,251,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
14707,904,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,7
14708,1282,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1
14709,200,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,15
14710,1480,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1
14711,582,2 - Regular,Access/Login,Request,1 - Minor,0 - Unassigned,2
14712,206,4 - Management,Software,Request,2 - Normal,3 - High,3
14713,369,3 - Senior,Systems,Issue,2 - Normal,3 - High,6
14714,117,2 - Regular,Software,Request,2 - Normal,1 - Low,11
14715,133,4 - Management,Systems,Issue,2 - Normal,3 - High,1
14716,1690,4 - Management,Software,Request,2 - Normal,0 - Unassigned,13
14717,6,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0
14718,1135,3 - Senior,Hardware,Request,2 - Normal,3 - High,14
14719,763,4 - Management,Systems,Request,2 - Normal,2 - Medium,11
14720,286,2 - Regular,Systems,Request,2 - Normal,1 - Low,17
14721,983,2 - Regular,Software,Issue,2 - Normal,3 - High,2
14722,1869,2 - Regular,Software,Issue,2 - Normal,3 - High,4
14723,1708,1 - Junior,Hardware,Request,2 - Normal,3 - High,12
14724,325,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
14725,561,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,7
14726,1696,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,9
14727,244,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,11
14728,993,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14729,1890,4 - Management,Software,Request,2 - Normal,3 - High,2
14730,1700,1 - Junior,Software,Request,2 - Normal,1 - Low,25
14731,897,2 - Regular,Systems,Request,2 - Normal,2 - Medium,10
14732,1686,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14733,280,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
14734,1428,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14735,1548,1 - Junior,Software,Issue,2 - Normal,1 - Low,2
14736,1109,3 - Senior,Systems,Request,2 - Normal,2 - Medium,17
14737,1909,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
14738,1479,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
14739,800,2 - Regular,Access/Login,Request,4 - Critical,3 - High,0
14740,876,2 - Regular,Software,Request,2 - Normal,2 - Medium,6
14741,1975,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14742,990,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,14
14743,1811,1 - Junior,Software,Request,2 - Normal,1 - Low,3
14744,577,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
14745,160,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14746,1048,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14747,331,2 - Regular,Access/Login,Request,3 - Major,3 - High,0
14748,1737,3 - Senior,Systems,Request,2 - Normal,3 - High,7
14749,1449,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,10
14750,1695,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,4
14751,478,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
14752,345,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,11
14753,922,2 - Regular,Systems,Request,2 - Normal,1 - Low,10
14754,861,4 - Management,Systems,Request,2 - Normal,3 - High,5
14755,621,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,8
14756,1020,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,9
14757,1,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,10
14758,344,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14759,56,1 - Junior,Systems,Request,2 - Normal,1 - Low,14
14760,323,4 - Management,Systems,Request,2 - Normal,3 - High,8
14761,1207,1 - Junior,Software,Issue,2 - Normal,2 - Medium,0
14762,1135,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,6
14763,839,4 - Management,Software,Request,2 - Normal,3 - High,7
14764,703,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14765,1221,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,3
14766,300,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14767,1832,3 - Senior,Access/Login,Issue,0 - Unclassified,3 - High,0
